species,presence_categories,origin_categories,seasonal_categories
Saltator olivascens,1,1,1
Saltator orenocensis,1,1,1
Saltator similis,1,1,1
Saltator striatipectus,1,1,1
Sapayoa aenigma,1,1,1
Sarcoramphus papa,"4, 1",1,1
Sarkidiornis sylvicola,1,1,1
Satrapa icterophrys,1,1,"1, 3"
Sayornis nigricans,1,1,"1, 4"
Sayornis phoebe,1,1,3
Sayornis saya,1,1,3
Schiffornis aenea,1,1,1
Schiffornis major,1,1,1
Schiffornis olivacea,1,1,1
Schiffornis stenorhyncha,1,1,1
Schiffornis turdina,1,1,1
Schiffornis veraepacis,1,1,1
Schiffornis virescens,1,1,1
Schistes albogularis,1,1,1
Schistes geoffroyi,1,1,1
Schistochlamys melanopis,1,1,1
Schistochlamys ruficapillus,1,1,1
Schoeniophylax phryganophilus,1,1,1
Sciaphylax castanea,1,1,1
Sciaphylax hemimelaena,1,1,1
Sclateria naevia,"3, 1",1,1
Sclerurus albigularis,1,1,1
Sclerurus caudacutus,1,1,1
Sclerurus cearensis,1,1,1
Sclerurus guatemalensis,1,1,1
Sclerurus mexicanus,1,1,1
Sclerurus rufigularis,1,1,1
Sclerurus scansor,1,1,1
Scytalopus acutirostris,1,1,1
Scytalopus altirostris,1,1,1
Scytalopus alvarezlopezi,1,1,1
Scytalopus argentifrons,1,1,1
Scytalopus atratus,1,1,1
Scytalopus bolivianus,1,1,1
Scytalopus chocoensis,1,1,1
Scytalopus femoralis,1,1,1
Scytalopus gonzagai,1,1,1
Scytalopus griseicollis,3,1,1
Scytalopus iraiensis,1,1,1
Scytalopus latrans,1,1,1
Scytalopus macropus,1,1,1
Scytalopus meridanus,1,1,1
Scytalopus micropterus,1,1,1
Scytalopus novacapitalis,1,1,1
Scytalopus pachecoi,1,1,1
Scytalopus panamensis,"1, 3",1,1
Scytalopus parvirostris,1,1,1
Scytalopus petrophilus,1,1,1
Scytalopus schulenbergi,1,1,1
Scytalopus simonsi,1,1,1
Scytalopus speluncae,1,1,1
Scytalopus urubambae,3,1,1
Scytalopus vicinior,1,1,1
Seiurus aurocapilla,1,1,3
Selasphorus ardens,"3, 1",1,1
Selasphorus flammula,1,1,1
Selasphorus platycercus,1,1,1
Selasphorus rufus,1,1,3
Selasphorus sasin,1,1,4
Selasphorus scintilla,1,1,1
Selenidera gouldii,1,1,1
Selenidera langsdorffii,1,1,1
Selenidera maculirostris,1,1,1
Selenidera nattereri,1,1,1
Selenidera piperivora,1,1,1
Selenidera reinwardtii,1,1,1
Selenidera spectabilis,1,1,1
Semnornis frantzii,1,1,1
Semnornis ramphastinus,1,1,1
Sericossypha albocristata,1,1,1
Serpophaga cinerea,1,1,1
Serpophaga griseicapilla,1,1,3
Serpophaga hypoleuca,1,1,1
Serpophaga nigricans,1,1,1
Serpophaga subcristata,1,1,"1, 3"
Setopagis heterura,1,1,1
Setopagis maculosa,3,1,5
Setopagis parvula,1,1,1
Setopagis whitelyi,1,1,1
Setophaga americana,1,1,"4, 3"
Setophaga auduboni,1,1,"1, 3"
Setophaga caerulescens,1,1,3
Setophaga castanea,1,1,"3, 4"
Setophaga cerulea,1,1,"3, 4"
Setophaga chrysoparia,1,1,"3, 4"
Setophaga citrina,1,1,"3, 4"
Setophaga coronata,1,1,3
Setophaga discolor,1,1,3
Setophaga dominica,1,1,"4, 3"
Setophaga fusca,1,1,"4, 3"
Setophaga graciae,1,1,"1, 3"
Setophaga magnolia,1,1,"3, 4"
Setophaga nigrescens,1,1,3
Setophaga occidentalis,1,1,3
Setophaga palmarum,1,1,3
Setophaga pensylvanica,1,1,"4, 3"
Setophaga petechia,1,1,"4, 1, 3"
Setophaga pitiayumi,1,1,"2, 1"
Setophaga ruticilla,1,1,"4, 3"
Setophaga striata,1,1,"4, 3"
Setophaga tigrina,1,1,3
Setophaga townsendi,1,1,3
Setophaga virens,1,1,"3, 4"
Sialia currucoides,1,1,3
Sialia mexicana,1,1,1
Sialia sialis,1,1,"3, 1"
Sicalis citrina,1,1,1
Sicalis columbiana,1,1,1
Sicalis flaveola,1,"3, 1",1
Sicalis luteola,1,1,"1, 3"
Sicalis olivascens,1,1,1
Sicalis uropigyalis,1,1,1
Silvicultrix diadema,1,1,1
Silvicultrix frontalis,1,1,1
Silvicultrix jelskii,1,1,1
Silvicultrix pulchella,1,1,1
Sipia berlepschi,1,1,1
Sipia laemosticta,1,1,1
Sipia nigricauda,1,1,1
Sipia palliata,1,1,1
Sirystes albocinereus,1,1,1
Sirystes albogriseus,1,1,1
Sirystes sibilator,1,1,1
Sirystes subcanescens,1,1,1
Sitta carolinensis,1,1,1
Sitta pygmaea,1,1,1
Sittasomus griseicapillus,1,1,1
Sittasomus griseus,1,1,1
Snowornis cryptolophus,1,1,1
Snowornis subalaris,1,1,1
Spatula clypeata,1,1,3
Spatula cyanoptera,1,1,"1, 3"
Spatula discors,1,1,"4, 3"
Spatula platalea,1,1,1
Spatula puna,1,1,1
Spatula versicolor,1,1,"3, 1"
Spheniscus magellanicus,1,1,3
Sphenopsis frontalis,1,1,1
Sphenopsis melanotis,1,1,1
Sphyrapicus nuchalis,1,1,3
Sphyrapicus varius,1,1,3
Spindalis zena,1,1,1
Spinus atratus,1,1,1
Spinus atriceps,1,1,1
Spinus cucullatus,"4, 1",1,1
Spinus magellanicus,1,1,1
Spinus notatus,1,1,1
Spinus olivaceus,1,1,1
Spinus pinus,1,1,"1, 3"
Spinus psaltria,1,1,"3, 1"
Spinus siemiradzkii,"4, 1",1,1
Spinus spinescens,1,1,1
Spinus tristis,1,1,3
Spinus xanthogastrus,1,1,1
Spinus yarrellii,"1, 4, 3",1,1
Spiza americana,1,1,"4, 3"
Spizaetus isidori,1,1,1
Spizaetus melanoleucus,1,1,1
Spizaetus ornatus,1,1,1
Spizaetus tyrannus,1,1,1
Spizella atrogularis,1,1,1
Spizella breweri,1,1,3
Spizella pallida,1,1,3
Spizella passerina,1,1,"3, 1"
Spizella pusilla,1,1,3
Spizella wortheni,3,1,1
Spodiornis rusticus,1,1,1
Sporathraupis cyanocephala,1,1,1
Sporophila albogularis,1,1,1
Sporophila americana,1,1,1
Sporophila angolensis,1,1,1
Sporophila ardesiaca,1,1,1
Sporophila atrirostris,1,1,1
Sporophila beltoni,"1, 5",1,"3, 2, 4"
Sporophila bouvreuil,1,1,1
Sporophila bouvronides,1,1,"3, 1"
Sporophila caerulescens,1,1,"1, 2, 3"
Sporophila castaneiventris,1,1,1
Sporophila cinnamomea,1,1,"4, 3, 2"
Sporophila collaris,1,1,1
Sporophila corvina,1,1,1
Sporophila crassirostris,1,1,1
Sporophila falcirostris,1,1,1
Sporophila fringilloides,1,1,1
Sporophila frontalis,"3, 1, 4",1,1
Sporophila funerea,1,1,1
Sporophila hypochroma,1,1,3
Sporophila hypoxantha,1,1,"1, 3"
Sporophila intermedia,1,1,1
Sporophila leucoptera,1,1,1
Sporophila lineola,1,1,"2, 1, 3"
Sporophila luctuosa,1,1,"3, 1"
Sporophila maximiliani,"5, 4, 1, 3",1,1
Sporophila melanogaster,1,1,"3, 2"
Sporophila minuta,1,1,1
Sporophila morelleti,1,1,1
Sporophila murallae,1,1,1
Sporophila nigricollis,1,1,1
Sporophila nigrorufa,"1, 3",1,"3, 2, 1"
Sporophila nuttingi,1,1,1
Sporophila ophthalmica,1,1,1
Sporophila palustris,1,1,"3, 4"
Sporophila peruviana,1,1,1
Sporophila pileata,1,1,1
Sporophila plumbea,1,1,1
Sporophila ruficollis,1,1,"2, 3"
Sporophila simplex,1,1,1
Sporophila telasco,1,1,1
Sporophila torqueola,1,1,1
Steatornis caripensis,1,1,1
Steganopus tricolor,1,1,"4, 3"
Stelgidopteryx ridgwayi,1,1,1
Stelgidopteryx ruficollis,1,1,"1, 2"
Stelgidopteryx serripennis,1,1,"1, 3, 4"
Stephanophorus diadematus,1,1,1
Stephanoxis lalandi,1,1,1
Stephanoxis loddigesii,1,1,1
Stercorarius parasiticus,1,1,3
Sterna dougallii,1,1,"3, 2"
Sterna forsteri,1,1,"3, 4"
Sterna hirundinacea,1,1,"3, 1"
Sterna hirundo,1,1,3
Sterna trudeaui,1,1,1
Sterna vittata,1,1,3
Sternoclyta cyanopectus,1,1,1
Sternula antillarum,1,1,"4, 3, 2"
Sternula lorata,1,1,3
Sternula superciliaris,1,1,1
Stigmatura bahiae,1,1,1
Stigmatura budytoides,1,1,1
Stigmatura napensis,1,1,1
Streptoprocne biscutata,1,1,"1, 3"
Streptoprocne phelpsi,1,1,1
Streptoprocne rutila,1,1,1
Streptoprocne semicollaris,1,1,1
Streptoprocne zonaris,1,1,1
Strix fulvescens,1,1,1
Strix hylophila,1,1,1
Strix varia,1,1,1
Sturnella magna,1,1,"1, 4"
Sturnella neglecta,1,1,3
Sturnus vulgaris,1,3,3
Sublegatus arenarum,1,1,1
Sublegatus modestus,1,1,"1, 3"
Sublegatus obscurior,1,1,1
Suiriri suiriri,1,1,"1, 3"
Sula dactylatra,1,1,"4, 1"
Sula granti,1,1,1
Sula leucogaster,1,1,"3, 2, 1"
Sula nebouxii,1,1,1
Sula sula,1,1,1
Sula variegata,1,1,3
Sylviorthorhynchus yanacensis,1,1,1
Synallaxis albescens,1,1,1
Synallaxis albigularis,1,1,1
Synallaxis azarae,1,1,1
Synallaxis beverlyae,"1, 3",1,1
Synallaxis brachyura,1,1,1
Synallaxis cabanisi,1,1,1
Synallaxis candei,1,1,1
Synallaxis cherriei,1,1,1
Synallaxis cinerascens,1,1,1
Synallaxis cinerea,1,1,1
Synallaxis cinnamomea,1,1,1
Synallaxis erythrothorax,1,1,1
Synallaxis frontalis,1,1,1
Synallaxis gujanensis,1,1,1
Synallaxis hellmayri,1,1,1
Synallaxis hypospodia,1,1,1
Synallaxis infuscata,"4, 3, 1",1,1
Synallaxis macconnelli,1,1,1
Synallaxis moesta,1,1,1
Synallaxis ruficapilla,1,1,1
Synallaxis rutilans,1,1,1
Synallaxis scutata,1,1,1
Synallaxis simoni,1,1,1
Synallaxis spixi,1,1,1
Synallaxis stictothorax,1,1,1
Synallaxis tithys,"4, 1",1,1
Synallaxis unirufa,1,1,1
Syndactyla dimidiata,1,1,1
Syndactyla roraimae,1,1,1
Syndactyla rufosuperciliata,1,1,1
Syndactyla striata,1,1,1
Syndactyla subalaris,1,1,1
Syndactyla ucayalae,1,1,1
Syrigma sibilatrix,1,1,1
Systellura longirostris,1,1,1
Systellura roraimae,1,1,1
Tachornis furcata,1,1,1
Tachornis squamata,1,1,1
Tachuris rubrigastra,1,1,3
Tachybaptus dominicus,1,1,"1, 2"
Tachycineta albilinea,1,1,1
Tachycineta albiventer,1,1,"1, 2"
Tachycineta bicolor,1,1,"4, 3"
Tachycineta leucorrhoa,1,1,"1, 3"
Tachycineta meyeni,1,1,3
Tachycineta thalassina,1,1,"1, 3"
Tachyphonus coronatus,1,1,1
Tachyphonus phoenicius,1,1,1
Tachyphonus rufus,1,1,1
Taeniotriccus andrei,1,1,1
Tangara abbas,1,1,1
Tangara argentea,1,1,1
Tangara argyrofenges,1,1,1
Tangara arthus,1,1,1
Tangara atrocoerulea,1,1,1
Tangara aurulenta,1,1,1
Tangara brasiliensis,1,1,1
Tangara cabanisi,1,1,1
Tangara callophrys,1,1,1
Tangara cayana,1,1,1
Tangara chilensis,1,1,1
Tangara chrysotis,1,1,1
Tangara cyanicollis,1,1,1
Tangara cyanocephala,1,1,1
Tangara cyanomelas,1,1,1
Tangara cyanoptera,1,1,1
Tangara cyanotis,1,1,1
Tangara cyanoventris,1,1,1
Tangara desmaresti,1,1,1
Tangara dowii,1,1,1
Tangara episcopus,1,1,1
Tangara fastuosa,"4, 1",1,1
Tangara flava,1,1,1
Tangara florida,1,1,1
Tangara fucosa,1,1,1
Tangara fulvicervix,1,1,1
Tangara glaucocolpa,1,1,1
Tangara guttata,1,1,1
Tangara gyrola,1,1,1
Tangara heinei,1,1,1
Tangara icterocephala,1,1,1
Tangara inornata,1,1,1
Tangara johannae,1,1,1
Tangara labradorides,1,1,1
Tangara larvata,1,1,1
Tangara lavinia,1,1,1
Tangara lunigera,1,1,1
Tangara mexicana,1,1,1
Tangara nigrocincta,1,1,1
Tangara nigroviridis,1,1,1
Tangara ornata,1,1,1
Tangara palmarum,1,1,1
Tangara palmeri,1,1,1
Tangara parzudakii,1,1,1
Tangara peruviana,"1, 4",1,"3, 1"
Tangara phillipsi,1,1,1
Tangara preciosa,1,1,1
Tangara punctata,1,1,1
Tangara ruficervix,1,1,1
Tangara rufigula,1,1,1
Tangara sayaca,1,1,"3, 1"
Tangara schrankii,1,1,1
Tangara seledon,1,1,1
Tangara varia,1,1,1
Tangara vassorii,1,1,1
Tangara velia,1,1,1
Tangara viridicollis,1,1,1
Tangara vitriolina,1,1,1
Tangara whitelyi,1,1,1
Tangara xanthocephala,1,1,1
Tangara xanthogastra,1,1,1
Taoniscus nanus,"1, 3",1,1
Tapera naevia,1,1,1
Taphrospilus hypostictus,1,1,1
Taraba major,1,1,1
Terenotriccus erythrurus,1,1,1
Terenura maculata,1,1,1
Terenura sicki,1,1,1
Tersina viridis,1,1,1
Thalassarche chlororhynchos,1,1,1
Thalassarche melanophris,1,1,1
Thalassarche salvini,1,1,1
Thalasseus elegans,1,1,3
Thalasseus maximus,1,1,"1, 3"
Thalasseus sandvicensis,1,1,"3, 1"
Thalurania colombica,1,1,1
Thalurania furcata,1,1,1
Thalurania glaucopis,1,1,1
Thalurania watertonii,"3, 1",1,1
Thamnistes aequatorialis,1,1,1
Thamnistes anabatinus,1,1,1
Thamnomanes ardesiacus,1,1,1
Thamnomanes caesius,1,1,1
Thamnomanes saturninus,1,1,1
Thamnomanes schistogynus,1,1,1
Thamnophilus aethiops,1,1,1
Thamnophilus amazonicus,1,1,1
Thamnophilus ambiguus,1,1,1
Thamnophilus aroyae,1,1,1
Thamnophilus atrinucha,1,1,1
Thamnophilus bernardi,1,1,1
Thamnophilus bridgesi,1,1,1
Thamnophilus caerulescens,1,1,1
Thamnophilus cryptoleucus,1,1,1
Thamnophilus divisorius,1,1,1
Thamnophilus doliatus,1,1,1
Thamnophilus insignis,1,1,1
Thamnophilus melanonotus,1,1,1
Thamnophilus melanothorax,"1, 3",1,1
Thamnophilus multistriatus,1,1,1
Thamnophilus murinus,1,1,1
Thamnophilus nigriceps,1,1,1
Thamnophilus nigrocinereus,1,1,1
Thamnophilus palliatus,1,1,1
Thamnophilus pelzelni,1,1,1
Thamnophilus praecox,"1, 3",1,1
Thamnophilus punctatus,1,1,1
Thamnophilus ruficapillus,1,1,1
Thamnophilus schistaceus,1,1,1
Thamnophilus stictocephalus,1,1,1
Thamnophilus sticturus,1,1,1
Thamnophilus subfasciatus,1,1,1
Thamnophilus tenuepunctatus,1,1,1
Thamnophilus torquatus,1,1,1
Thamnophilus unicolor,1,1,1
Theristicus branickii,1,1,1
Theristicus caerulescens,1,1,1
Theristicus caudatus,1,1,1
Thinocorus orbignyianus,1,1,1
Thinocorus rumicivorus,1,1,1
Thlypopsis fulviceps,1,1,1
Thlypopsis ornata,1,1,1
Thlypopsis pectoralis,1,1,1
Thlypopsis pyrrhocoma,1,1,1
Thlypopsis ruficeps,1,1,1
Thlypopsis sordida,1,1,1
Thlypopsis superciliaris,1,1,1
Threnetes leucurus,"3, 1",1,1
Threnetes niger,1,1,1
Threnetes ruckeri,1,1,1
Thripadectes flammulatus,1,1,1
Thripadectes holostictus,1,1,1
Thripadectes ignobilis,1,1,1
Thripadectes melanorhynchus,1,1,1
Thripadectes rufobrunneus,1,1,1
Thripadectes scrutator,1,1,1
Thripadectes virgaticeps,1,1,1
Thripophaga cherriei,1,1,1
Thripophaga fusciceps,1,1,1
Thripophaga gutturata,1,1,1
Thripophaga macroura,"1, 4",1,1
Thryomanes bewickii,1,1,1
Thryophilus pleurostictus,1,1,1
Thryophilus rufalbus,1,1,1
Thryorchilus browni,1,1,1
Thryothorus albinucha,1,1,1
Thryothorus ludovicianus,1,1,1
Tiaris olivaceus,1,1,1
Tigrisoma fasciatum,1,1,1
Tigrisoma lineatum,1,1,1
Tigrisoma mexicanum,1,1,1
Tilmatura dupontii,1,1,1
Tinamotis pentlandii,1,1,1
Tinamus guttatus,1,1,1
Tinamus major,1,1,1
Tinamus osgoodi,1,1,1
Tinamus solitarius,1,1,1
Tinamus tao,"3, 1",1,1
Tityra braziliensis,1,1,1
Tityra cayana,1,1,1
Tityra inquisitor,1,1,1
Tityra leucura,1,1,1
Tityra semifasciata,1,1,1
Todirostrum chrysocrotaphum,1,1,1
Todirostrum cinereum,1,1,1
Todirostrum maculatum,1,1,1
Todirostrum nigriceps,1,1,1
Todirostrum pictum,1,1,1
Todirostrum poliocephalum,1,1,1
Todirostrum viridanum,1,1,1
Tolmomyias assimilis,1,1,1
Tolmomyias flaviventris,1,1,1
Tolmomyias flavotectus,1,1,1
Tolmomyias poliocephalus,1,1,1
Tolmomyias sulphurescens,1,1,1
Tolmomyias traylori,1,1,1
Tolmomyias viridiceps,1,1,1
Topaza pella,1,1,1
Topaza pyra,1,1,1
Touit batavicus,1,1,1
Touit costaricensis,1,1,"2, 3, 1"
Touit dilectissimus,1,1,1
Touit huetii,1,1,1
Touit melanonotus,"1, 3",1,1
Touit purpuratus,1,1,1
Touit stictopterus,"1, 3",1,1
Touit surdus,1,1,1
Toxostoma crissale,1,1,1
Toxostoma curvirostre,1,1,1
Toxostoma guttatum,"1, 4, 3",1,1
Toxostoma longirostre,1,1,1
Toxostoma ocellatum,1,1,1
Trichothraupis melanops,1,1,1
Triclaria malachitacea,"1, 4",1,1
Tringa flavipes,1,1,3
Tringa incana,1,1,3
Tringa melanoleuca,1,1,"4, 3"
Tringa semipalmata,1,1,"3, 1"
Tringa solitaria,1,1,"3, 4"
Troglodytes aedon,1,1,"1, 3"
Troglodytes beani,1,1,1
Troglodytes ochraceus,1,1,1
Troglodytes rufociliatus,1,1,1
Troglodytes rufulus,1,1,1
Troglodytes solstitialis,1,1,1
Trogon ambiguus,1,1,1
Trogon aurantius,1,1,1
Trogon bairdii,1,1,1
Trogon chionurus,1,1,1
Trogon citreolus,1,1,1
Trogon clathratus,1,1,1
Trogon collaris,1,1,1
Trogon comptus,1,1,1
Trogon curucui,1,1,1
Trogon elegans,1,1,1
Trogon massena,1,1,1
Trogon melanocephalus,1,1,1
Trogon melanurus,1,1,1
Trogon mesurus,1,1,1
Trogon mexicanus,1,1,1
Trogon personatus,1,1,1
Trogon rufus,1,1,1
Trogon surrucura,1,1,1
Trogon violaceus,1,1,1
Trogon viridis,1,1,1
Tunchiornis luteifrons,1,1,1
Tunchiornis ochraceiceps,1,1,1
Turdus albicollis,1,1,1
Turdus amaurochalinus,1,1,"3, 1"
Turdus arthuri,1,1,1
Turdus assimilis,1,1,1
Turdus debilis,1,1,1
Turdus flavipes,1,1,"1, 2"
Turdus fulviventris,1,1,1
Turdus fumigatus,1,1,1
Turdus fuscater,1,1,1
Turdus grayi,1,1,1
Turdus haplochrous,1,1,1
Turdus hauxwelli,1,1,1
Turdus ignobilis,1,1,1
Turdus infuscatus,1,1,1
Turdus lawrencii,1,1,1
Turdus leucomelas,1,1,1
Turdus leucops,1,1,1
Turdus maculirostris,1,1,1
Turdus migratorius,1,1,"1, 3"
Turdus nigrescens,1,1,1
Turdus nigriceps,1,1,"3, 1"
Turdus nudigenis,1,1,1
Turdus obsoletus,1,1,1
Turdus olivater,1,1,1
Turdus plebejus,1,1,1
Turdus reevei,1,1,1
Turdus rufitorques,1,1,1
Turdus rufiventris,1,1,1
Turdus rufopalliatus,1,1,1
Turdus sanchezorum,1,1,1
Turdus serranus,1,1,1
Turdus subalaris,1,1,"3, 2"
Tyranneutes stolzmanni,1,1,1
Tyranneutes virescens,1,1,1
Tyrannopsis sulphurea,1,1,1
Tyrannulus elatus,1,1,1
Tyrannus albogularis,1,1,"4, 1, 3"
Tyrannus couchii,1,1,1
Tyrannus crassirostris,1,1,3
Tyrannus dominicensis,1,1,"4, 3"
Tyrannus forficatus,1,1,"4, 2, 3"
Tyrannus melancholicus,1,1,1
Tyrannus niveigularis,1,1,"3, 1"
Tyrannus savana,1,1,"2, 3, 1"
Tyrannus tyrannus,1,1,"4, 3"
Tyrannus verticalis,1,1,"3, 4"
Tyrannus vociferans,1,1,"1, 3"
Tyto alba,1,1,1
Upucerthia dumetaria,1,1,1
Upucerthia validirostris,1,1,1
Urochroa bougueri,1,1,1
Urochroa leucura,1,1,1
Uromyias agraphia,1,1,1
Uropelia campestris,1,1,1
Uropsalis lyra,1,1,1
Uropsalis segmentata,1,1,1
Uropsila leucogastra,1,1,1
Urosticte benjamini,1,1,1
Urosticte ruficrissa,1,1,1
Vanellus chilensis,1,1,1
Vanellus resplendens,1,1,1
Veniliornis affinis,1,1,1
Veniliornis callonotus,1,1,1
Veniliornis cassini,1,1,1
Veniliornis chocoensis,1,1,1
Veniliornis dignus,1,1,1
Veniliornis frontalis,1,1,1
Veniliornis kirkii,1,1,1
Veniliornis lignarius,1,1,1
Veniliornis maculifrons,1,1,1
Veniliornis mixtus,"1, 3",1,1
Veniliornis nigriceps,1,1,1
Veniliornis passerinus,1,1,1
Veniliornis sanguineus,1,1,1
Veniliornis spilogaster,1,1,1
Vermivora chrysoptera,1,1,"3, 4"
Vermivora cyanoptera,1,1,"4, 3"
Vireo altiloquus,1,1,"3, 4"
Vireo atricapilla,1,1,"2, 4"
Vireo bairdi,1,1,1
Vireo bellii,1,1,"4, 3"
Vireo brevipennis,1,1,1
Vireo carmioli,1,1,1
Vireo cassinii,1,1,3
Vireo chivi,1,1,"2, 1"
Vireo flavifrons,1,1,"3, 4"
Vireo flavoviridis,1,1,"4, 2, 3"
Vireo gilvus,1,1,"3, 4"
Vireo griseus,1,1,"3, 1"
Vireo huttoni,1,1,1
Vireo leucophrys,1,1,1
Vireo magister,1,1,1
Vireo masteri,1,1,1
Vireo nelsoni,1,1,1
Vireo olivaceus,1,1,"3, 4"
Vireo pallens,1,1,1
Vireo philadelphicus,1,1,"3, 4"
Vireo plumbeus,1,1,"1, 4"
Vireo sclateri,1,1,1
Vireo solitarius,1,1,3
Vireolanius eximius,1,1,1
Vireolanius leucotis,1,1,1
Vireolanius melitophrys,1,1,1
Vireolanius mikettae,1,1,1
Vireolanius pulchellus,1,1,1
Volatinia jacarina,1,1,1
Vultur gryphus,1,1,1
Wetmorethraupis sterrhopteron,"1, 3",1,1
Willisornis nigrigula,1,1,1
Willisornis poecilinotus,1,1,1
Willisornis vidua,1,1,1
Xanthocephalus xanthocephalus,1,1,"4, 3"
Xanthopsar flavus,1,1,1
Xema sabini,1,1,"4, 3"
Xenerpestes minlosi,1,1,1
Xenerpestes singularis,1,1,1
Xenodacnis parina,1,1,1
Xenopipo atronitens,1,1,1
Xenopipo uniformis,1,1,1
Xenops genibarbis,1,1,1
Xenops minutus,1,1,1
Xenops rutilus,1,1,1
Xenops tenuirostris,1,1,1
Xenopsaris albinucha,1,1,1
Xenornis setifrons,"1, 3",1,1
Xenotriccus callizonus,"3, 1",1,1
Xiphocolaptes albicollis,1,1,1
Xiphocolaptes major,1,1,1
Xiphocolaptes promeropirhynchus,"1, 3",1,1
Xipholena atropurpurea,"3, 4, 1",1,1
Xipholena lamellipennis,1,1,1
Xipholena punicea,1,1,1
Xiphorhynchus aequatorialis,1,1,1
Xiphorhynchus atlanticus,1,1,1
Xiphorhynchus beauperthuysii,1,1,1
Xiphorhynchus chunchotambo,1,1,1
Xiphorhynchus elegans,1,1,1
Xiphorhynchus erythropygius,1,1,1
Xiphorhynchus flavigaster,1,1,1
Xiphorhynchus fuscus,1,1,1
Xiphorhynchus guttatoides,1,1,1
Xiphorhynchus guttatus,1,1,1
Xiphorhynchus lachrymosus,1,1,1
Xiphorhynchus obsoletus,1,1,1
Xiphorhynchus ocellatus,1,1,1
Xiphorhynchus pardalotus,1,1,1
Xiphorhynchus spixii,1,1,1
Xiphorhynchus susurrans,1,1,1
Xiphorhynchus triangularis,1,1,1
Xolmis cinereus,1,1,1
Xolmis coronatus,1,1,3
Xolmis dominicanus,1,1,1
Xolmis irupero,1,1,1
Xolmis velatus,1,1,1
Zaratornis stresemanni,1,1,"2, 3, 1"
Zebrilus undulatus,1,1,1
Zeledonia coronata,1,1,1
Zenaida asiatica,1,1,"3, 1"
Zenaida auriculata,1,1,1
Zenaida aurita,1,1,1
Zenaida macroura,1,1,"4, 1, 3"
Zenaida meloda,1,1,1
Zentrygon albifacies,1,1,1
Zentrygon chiriquensis,1,1,1
Zentrygon costaricensis,1,1,1
Zentrygon frenata,1,1,1
Zentrygon goldmani,1,1,1
Zentrygon lawrencii,1,1,1
Zentrygon linearis,1,1,1
Zimmerius acer,1,1,1
Zimmerius albigularis,1,1,1
Zimmerius bolivianus,1,1,1
Zimmerius chicomendesi,"3, 1",1,1
Zimmerius chrysops,1,1,1
Zimmerius cinereicapilla,1,1,1
Zimmerius gracilipes,1,1,1
Zimmerius parvus,1,1,1
Zimmerius vilissimus,1,1,1
Zimmerius villarejoi,1,1,1
Zimmerius viridiflavus,1,1,1
Zonotrichia albicollis,1,1,3
Zonotrichia capensis,1,1,1
Zonotrichia leucophrys,1,1,3
